Feature,Importance
Employment,1.0932041294288717
Age,1.0646964831306287
BMI,0.7984442006479023
DII,0.722200213445556
Marriage,0.5707023845774918
PA,0.5365453586798403
Education,0.31950784452837
Smoke,0.31288830311007765
Gender,0.3013294531166865
Alcohol,0.10902633465375067
